,문장,hate,probability,pred
832,생긴거는 무슨 40대에 범죄자같이생겼노 하늘나라 ㅂㅂ,1,0.22793724,0.0
833,생생 할때 도경완은 왜 후배 조충현 아나가 말하면 안웃고 반응안해주죠? 꼰대 선배의 표본...한국인의 표준상...,1,0.43683246,0.0
834,서울대생인 연예인 김태희를 고발한다이상한기계를 개발해서 돈을 버는가 하면정신질환을 일으키며 게다가 사생활보장도 못한다김태희는 죽어야한다,1,0.87985086,1.0
835,서은수 말고는..........볼게 없는 드라마........정신 나간드라마 보고 흥분하는 조선인 수준은.............정말,1,0.18758889,0.0
836,석천이형 진짜 좋으신분 같은데 애들 입장에서는 게이삼촌이 입양한거에 대해서 부끄럽고 쪽팔릴수도 있을듯 싶어요. 저였으면 챙피해서 학교 못다녔어요.,1,0.6951161,1.0
837,선 즐떡 후 결혼!,1,0.1229377,0.0
838,선대의 잘못은 선대끼리 해결해라일본한테도 그러더니 한국인은 노답.헬조선 탓하지마라. 국민성이 헬조선임원한을 대물림 받기 싫다.,1,0.7955871,1.0
839,선미처럼 효도를 할생각을 해라 한국여자들아 발정나서 남자만날 궁리만 하지말고,1,0.9866926,1.0
840,설계자? 뭔 떳따방이냐... 설계하게그리고 뭘 설치했는데...? 방송국에서 다하고뭘 누가 어떻게 설계했는데? 기자야 말장난 좀 그만해라... 징그럽다. 니들의 이런 기사...,1,0.93902814,1.0
841,설리 그만좀 괴롭혀라 못생긴 안이쁜 뇬드라,1,0.97853583,1.0
842,설리 노브라때처럼 한남들 또 악플달고 살인하네,1,0.99168867,1.0
843,설리 님 10월 14일 쥬금,1,0.12260515,0.0
844,설리 일루미나티 한번 검색해보세요 자살을 위장한 타살 .....,1,0.21797909,0.0
845,설리가 이뻐서 질투하는 한녀들 겁나 많네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이쁜게 부러우면 부럽다고해,1,0.9915838,1.0
846,설마 1위하겠어 한국에서 불~편하게 일본 아이돌이,1,0.19396952,0.0
847,설마 임신중에 짧은치마 입고다니겠어? 기레기낙시 ㅡㅡㅋ,1,0.86308366,1.0
848,설현에게 성적수치심을 느끼게 했는데 죄가되나???? 성적이 안좋은가보네. 설현 공부 못하는 애. 성적 수치심 느끼냐??? ㅋㅋ 공부도 못하는게 수치심만 많아가지구. ㅋㅋㅋ,1,0.7910849,1.0
849,섬나라로 가서 살아라...,1,0.73767257,1.0
850,성경에 천지창조가 다 나오는데예수님 영접안하고 죽었으니지옥에서 영원한 고통만 받겠다헛된 과학이었다는걸 지옥에서느끼겠지,1,0.91278756,1.0
851,성매매가 합법인 나라도 있고일반 남자분들도 태국이나 어디 그런여행 가지 않나?그런게 모가 대단하다구..강간하거나 성폭력을 사용한건 아니자나그런 사람들한테는 잠잠하구엄한 애만 너무 잡들이 하네이제 그만좀......,1,0.87591445,1.0
852,성매매자 딸...ㅠㅠ 불쌍하다...,1,0.15268108,0.0
853,성범죄는 증거가 나오기 어려움. 피해자의 증언이 증거의 대부분임. 뇌가 있으면 상황을 생각해서 증거가 나오기 어렵다는 건 쉽게 생각할 수 있지 않나?? 뇌가 우동사리로 이루어지지 않은 이상,1,0.7185042,1.0
854,성범죄자 난쟁이 ㅅㄲ,1,0.97297794,1.0
855,성범죄자 이수근은 방송에 나오지마라 아이들이 나오는 프로는 더더욱 나오지마라 아이들에게 성폭행 가르칠거냐,1,0.93257105,1.0
856,성질드러운깜둥이년나왓네 이년이 성격만좋앗으면 제1의 한현민이엇을건데,1,0.76681846,1.0
857,성폭행이면 그당시 신고안하고 왜 지금난리야?정말 가지가지한다,1,0.6832267,1.0
858,성형으로 화장으로 속고 자식낳으면 또 통수 ㄷㄷ,1,0.6143122,1.0
859,성형할때부터 뭐지 싶었는데.... 은근 자존감 낮나 봄. 근 10년간 세계를 재패한 빙상 여왕이라 외모따위 개나 주라고 해도 수긍x1000만번 할 판국인데 성형하고 남친이 강남.,1,0.8743628,1.0
860,성희롱 당할 얼굴이 아닌데?ㅋㅋㅋ,1,0.11865887,0.0
861,세계급 챙녀 ㅋㅋㅋㅋ,1,0.97481674,1.0
862,세상에 가짜미투라는건 없다 한남들의 모자란 변명일뿐,1,0.99167925,1.0
863,셋째도 백인 피를 받아서 인종주의자들한테 예쁨을 받을 테니까 부모가 앵벌이시켜 주면 출연료 두둑히 챙겨주겠다는 뜻이로구만.,1,0.8569022,1.0
864,소-추 한남 챙롬들 부러워죽겠나봐 ㅋ 느개비 밥이나 차려라 느개비 굶어돌아가시겠다,1,0.99169755,1.0
865,소시서도 쩌리였는데 솔로나온다고 뭔가달라지나,1,0.63427347,1.0
866,소유진은 안끼는곳이 없네? 연예계 이장이냐? 동서남북 다 싸돌아당기나봐~~ 꼴보기 싫다 넘 나대니까~~~ 적당히 나대라~~ 눈꼴시리다,1,0.98927873,1.0
867,소지섭이 ㅈㄴ 아깝네. 서울에 빌딩 몇 채 살 수 있는 재력남이 외모가 소지섭급이다? 띠용? 진짜 소지섭이네! 17살차는 무슨 12간지띠로 이단줄넘기 쌉가능.,1,0.82246715,1.0
868,"속으로 버닝썬,김학의 등등 잊고 자기한테 이목집중한 국민들 보면서 역시 개돼지들 이러고 있는거 같은데?",1,0.9745054,1.0
869,손예진 20대때 온갓 열폭 메갈녀들이 득달처럼 악플 달던 기억이 나네. 30대쯤 되니 악플 줄어듬 ㅎㅎ,1,0.97071946,1.0
870,손절은 칼같이. 여자들은 참 손절 빨라. 남자들은 손절 자 못하는 경향이 있는데 여자들 손절은 번개지. 슈도 아직 이혼 안 당하고 있잖아,1,0.9764731,1.0
871,솔까 못 생김... 흑인 주제에,1,0.7850305,1.0
872,솔까 문희준 소율은 너무 안어울림.,1,0.13462137,0.0
873,솔까 병원에서 관리받았다쳐도 동안이고 자기관리 열심히 하던데 여자들 괜히 시기하냐? 속좁은 것들,1,0.9733585,1.0
874,솔까 영화에서 홀딱벗고 다른 남자배우랑 스섹신 찍고그런 여자배우는 결혼하고 애낳았다면 방송출연 삼가하고 조용히 사세요 아이들 커가며 상처 받아 삐뚤어 집니다 100%,1,0.69728094,1.0
875,솔직지 폐미 종나 묻었네,1,0.9864287,1.0
876,솔직해집시다. 남편이 사기친돈으로 살땐 좋았는데 걸려서 빚투 맞을까봐 이혼했다고..,1,0.22273102,0.0
877,솔직히 기자놈같으면 이국주랑 결혼하라고하면 할수있겠냐 집이 그지에 10억준다고하면모를까,1,0.6543139,1.0
878,솔직히 마약하는것보다 성폭행이 더쪽팔린죄다 빵안에서도 강간범들은 인간취급안한다하더라 ..,1,0.97757155,1.0
879,솔직히 말하면 김태리도 적지 않은 나이고 남자야 나이 70 80되도 10대 후반에서 20대 초중반 어리고 예쁘고 청순. 청초한 여성만 좋아하잖아,1,0.7918327,1.0
880,솔직히 말해서 늙었지 ㅋㅋㅋ 다신 안팔릴 중고를 앞으로 누가 구하겠어?,1,0.8424502,1.0
881,솔직히 스브스 양예원 사건도 그렇고 여편향적이긴 함..더 웃긴 건 양예원 사건 주작으로 판명 나니 아무런 사과도 없음 개노답,1,0.16028754,0.0
882,솔직히 슴가 다 까고 궁뎅이 살 다보이고 노출 과하고 싼티 나보이는건 맞지. 하지만 므흣할뿐ㅎㅎㅎ,1,0.8964236,1.0
883,솔직히 정준영 최종훈급은 몰라도 주진모 장동건급이면 범죄가 아니라 재능기부로 봐야지 ㅋㅋㅋㅋㅋ,1,0.13521326,0.0
884,"솔직히 한혜진 이제 나이가 37살되는데, 사실 일반인 여자이면 결혼 이미 포기하는 시점, 여자는 35살부터 고위험군 노산에 해당, 사실 30대 여자들 존나 남자 따지다가 노산이 되고 성격도 이상하고 ㅡ 그나마 연예인은 공인이니까",1,0.775743,1.0
885,솔찍히 룸안가는남자가 어뎃노 ㅋㅋ,1,0.7412016,1.0
886,송종국 마누라 너무 못 생겨서 송종국이 바람 피는거다 송종국이 이쁜 여자를 좋아 하거든 지딸 지아를 좋아 하는거ㅛ도 딸이 이뻐서 좋아 하는거야‼️‼️,1,0.74271214,1.0
887,송종국이 별로야 김칫년들아 자식 둘 있는 한가정을 깨뜨린 그년은 지 하나로 인해 세명이 피해을 쳐 입었는ㄷ 송종국이만 보고 별로래 김칫뇬들 다 예비 꽃뱀년둘임,1,0.9912539,1.0
888,송중기 연상녀에게 기빨려서 팍싹 싹은거냐??헉...왜케 늙음??,1,0.8436898,1.0
889,송중기 정도면 이쁘고 어리고 똑똑한 여자가 줄을 설텐데.. 돈이야 본인도 충분히 있고.. 굳이 나이 40다되가는 사람이랑 왜 결혼했나 싶다. 그당시 콩깍지가 씌인듯,1,0.82176995,1.0
890,송지효가 미쳤다고 황소개구리같은...,1,0.7891087,1.0
891,송찌질에게 탑은 안어울리죠 그녀덕에 특급열차 탄거죠 송찌질 이제 특급열차 운행 안합니다 하차하세요~~ㅋㅋㅋ,1,0.76794237,1.0
892,송창의 이유리 진짜못된년놈들 결혼식장에서키스하고 깽판쳐?끼리끼리잘놀아라 차은혁은 유괴범아들 민채린은보육원에서 막자란애,1,0.9753793,1.0
893,송탈세와 유애호박의 만남이군,1,0.111339144,0.0
894,송혜교가 훨씬 아까웠음~~~~~~ 화이팅,1,0.12749554,0.0
895,송혜교는 예쁜데 댓글이 너무 인위적이라 보니까 30-40대 비율ㅋㅋㅋㅋㅋ역시 나이많은 여자는 나이많은 여자보고 예쁘다 하는구나,1,0.3789743,0.0
896,송혜교는 탈세까지 하고도 혼자 잘걷는다 니들이나 혼자 걷다 졷망하고 옛날 수금같이 걷던 생각나서 같이 걷자고 뭉치는거지,1,0.73222905,1.0
897,쇼하고 자빠졌네 조영구 신재은 돈으로 쳐바르면서 사교육시키는주제 쇼하고 자빠졌네,1,0.9880228,1.0
898,술 마시고 싶으면 본인만 쳐 마시지 지은 죄 만큼 벌 받아라,1,0.9904439,1.0
899,술먹고 운전 안해본 사람잇나 죽은사람은 그냥 재수가 업는거지,1,0.8626525,1.0
900,술처먹고 주사가 심한 김새롬하고 사는 사람인데 봐주자..새롬이 술주정은 쓰레기같다고하던데 맞나요?,1,0.9553694,1.0
901,쉰내나는 40대 아줌마들이 빠는 이드라마 이제 랭킹 뉴스에서 이제 안보게되서 너무기쁨 40대 아줌마 아저씨 로맨스라 1도 몰입안됨 ㅋㅋㅋ,1,0.88214993,1.0
902,스트레스가 원인일듯 문재앙이 책임저라,1,0.78602684,1.0
903,스페인 광장에서 cf 찍을때 드라마 하버드 찍을때 미모가 절정이었다. 그러더니 점점 예전에 양준혁이랑 부부예능 찍었던 탈북한 여자 닮아가더라.,1,0.25260863,0.0
904,승리 좀 빨리 잡아가주세요 제 꿈에 나타날것만 같애요,1,0.11658288,0.0
905,시간이 지나 안재현과 구혜선이 이혼한건 잊겠지만 .. 구혜선이라는 여자가 젖꼭지가 못생겼다는 것은 오래오래 기억될것이다...,1,0.8374913,1.0
906,시대를 잘못타고 났을뿐이다 보민한국 시대는 다음정권에서 끝난다 그때 당당히 복귀 하면된다 김생민 화이팅!!!,1,0.27537915,0.0
907,시아버지한테 며느리는 얼마나 불편한 사이인데.. 시아버지가 정신병있지 않은이상 며느리 머리채잡는게 말이돼? 얼마나 며느리가 막장이었으면 시아버지가 며느리 머리채를 잡겠냐,1,0.9892429,1.0
908,시어머니 모셔다 친정엄마 생신상도 차려줄건가! 제능력껏 하던가 친정엄마까지 모셔다 생고생시키면서 점수따고싶나 골빈건지 철딱서니가 없는건지 나이도 40 이나 먹었구만!,1,0.7005001,1.0
909,시집 못가는 여자들 어지간히 부러운갑다,1,0.9163989,1.0
910,시청률 10프로도안되고 무도 있었으면 대상도못받을 프로그램 이 문제인이 임명한사장이 무도 폐지시켰지 이명박근혜 도못한건데,1,0.21541943,0.0
911,시청률 2%ㅠ 실화냐? 케이블이냐? 도대체 뭐하자는건데? 잡어치워라. 전현무 저거는 뜻밖의Q 도 말아먹더니..이젠 해투까지 말아먹네. 전현무는 유느님한테 민폐 끼치지말고 나가라.,1,0.7676974,1.0
912,신다은 관종끼 개극혐.우린 이렇게살아요 개극혐,1,0.9871272,1.0
913,신민아가 남자보는 눈을 키워야할듯 커리어나 외모로보나 김우빈같은 듣보랑 신민아는 너무 안 어울림,1,0.8303218,1.0
914,신봉선 병문안 간넘?,1,0.83921266,1.0
915,신상까고 업계에서 제명당하게 해야 함.재미로 입 함부로 놀린 대가를 치르게 해야 함.,1,0.84455436,1.0
916,신태용 임기응변보소 “나는 유종의미만 거두면 되겠다” ㅋㅋ 그 결과가 너가 잘한거냐? 여론이 너무 않좋으니까 선수들이 죽기로 뛰었고 적당히 운도 따라줫고 정신차리고 덤벼들어서 이긴경기를 너가 코치잘했다고 하면 어케하니?,1,0.5853912,1.0
917,신혜성 이넘이 다 말아먹었지.. 도박 상습범에 음주운전까지,1,0.15076247,0.0
918,신화 질투쟁이들 쿵쾅쿵쾅 다 몰려왔나요? 지네 남편 애들 뒤로하구?,1,0.98369217,1.0
919,실검에서 좀 내려라 이 잡것들 조작 ㅈㄴ 하네,1,0.98919094,1.0
920,실명을 못깔정도로 증거도 없고 이슈몰이에만 급급해서 일단 자극적으로 왜곡 편집 했겠지. 그걸 믿는거고 뇌에 우동사리든 방구석 여포들은 ㅋ 뭐 어디 국과수에서 양성반응 나왔어? 그알이 곧 법이고 진실이여? ㅋㅋㅋㅋ,1,0.83228374,1.0
921,실업자들이 많아서 그런가? 악플관종이 왜이리 드글대는지원.. 밥맛떨어지는 쓰레기들.,1,0.9889015,1.0
922,"실제 기부하고서 저런 생쇼를 한다면 인정은 하겠지만, 그렇지 않다면 루게릭병을 지들 관심 인맥 홍보수단으로 활용하는 모습 보기 안좋네요",1,0.7493393,1.0
923,싫어. 성형한 후로. 인조 인조함. 옛날이 더 나았어요,1,0.6786197,1.0
924,"싫어하는 라도 여자연예인 1위 김수미, 2위 이경실, 3위 태연. 이유는 명확하다. 가식, 혼자 정의롭지만 남 깎아내리기 오짐. 자신의 이익을 위해서 물불원자폭탄도 안가림ㅋㅋㅋ",1,0.9529073,1.0
925,심장소리가 들리네마네 장난치더니 진짜 유산되버려라.,1,0.97311676,1.0
926,심하다...백종원님 성불하세요,1,0.61325014,1.0
927,십세 얼마나 해먹은거야해먹은돈+딱50배만 벌금부과하자망하지는 않겠지? 망하면 더 좋고,1,0.47295606,0.0
928,싸도 못하니까 조사받지....확시히 싸주면 여자들은 좋아한다 ^^,1,0.865668,1.0
929,싼티 줄줄,1,0.15074027,0.0
930,쌌구나 쌌어~~,1,0.12020626,0.0
931,쌍판 참 천박하다 싸구려 같이 갈아엎었네,1,0.8398564,1.0
932,쌍판떼기 열화된 꼬라지 좀 봐라. 착한 외도 ㅇㅈ합니다 ㅠㅠ,1,0.9787942,1.0
933,"쌩뚱맞게 60대최반엌 치매라니 그것도 곱게 사는 사모님이- -"" 알콜중독도 아니고 ... 드라마보다가 황당했습니다",1,0.9690801,1.0
934,쏭가인이 아내여?왜 여기 나오는겨ㅡㅡ이런 글 올려서 난 자동으로 홍자팬 되능겨?요즘은 티비돌리믄 라도사투리뿐!!맘껏 즐겨라들~을마 안남았응께!!!ㅍㅎ,1,0.99101263,1.0
935,쓰래기 루저들이랑은 유전자부터 다르네 역시,1,0.14602944,0.0
936,쓰레기 뉴스임.,1,0.5808804,1.0
937,쓰레기 쥐새끼와 닭년도 대통령하는 마당에 윤서빈이 어때서?ㅉ,1,0.990816,1.0
938,쓰레기들...좌좀들과 유사...,1,0.98816574,1.0
939,쓰레기분리수거가 아직도 안됐네,1,0.42997384,0.0
940,씨 없는 수박.. 작물이 자랄 수 없는 밭,1,0.990549,1.0
941,씨가일단좋아야하고 밭도좋아야한다,1,0.35197714,0.0
942,씹돼지년들의 핑계,1,0.9916054,1.0
943,아 류준열 싫은데,1,0.12763892,0.0
944,아 왜 울고짜고 난리야 개는 주인이 바뀌던말던 밥만주면 좋아하는데 지들이 감정이입해서 울고짜고 무슨 드라마찍냐 ㅋㅋㅋㅋㅋ,1,0.7210722,1.0
945,아. . .죽지말지. . 쓰레기같은 연예인 많은데. .그놈들이. 죽어야지. . 안타깝네요. .고인을 명복합니다.,1,0.9893679,1.0
946,아... 다들 판사들 나셨어요. 나중에 거짓으로 밝혀지면 양심이 있어 사과들은 하시려나? 지들이 한 말에 책임 안 지면 문죄인과 다를 바 없습니다. 잘들 생각하고 댓글 다셔요.,1,0.842145,1.0
947,아...약쟁이는 아니지..스포츠 래전드 들 사이에 약쟁이 가져다 놓는건 레전드 들에게 예의가 아니다.,1,0.9426673,1.0
948,아기와 아빠의 영양식 공통분모=엄마 찌찌,1,0.98970234,1.0
949,"아나운서는 목표가 아니었지ㅋㅋㅋㅋㅋㅋㅋㅋㅋ재벌하고 결혼하자마자 바로 은퇴하네ㅋㅋㅋㅋㅋ무슨 인터뷰한 거 있었는데...돈 없어도 결혼 가능하냐 했더니 ""네""하더만 구라ㅋㅋ",1,0.5360206,1.0
950,아내 맛 보고싶다,1,0.123821974,0.0
951,아내의 맛은 전복맛인가요?,1,0.118807204,0.0
952,아내의맛 매일먹는 간편식,1,0.12955846,0.0
953,아는 부부는 임신실패했다더라. 걱정 마. 날이면 날마다 버뮤다삼각지대안으로 가랭이사이요술램프위마법스틱을 들락날락 위아래윗윗아래로 구슬땀을흘리면 2세는 언제가는나올테니까.,1,0.73986024,1.0
954,"아니 18 여자두명이서 못막는게말이되냐고ㅡㅡ 주먹으로조팬것도아니고ㅡㅡ 진짜가스나들살기편타진심,,",1,0.76609945,1.0
955,아니 강제도 아니고 여자들이 줘서 먹었는데 뭐가 문제임 ?,1,0.8936942,1.0
956,아니 그렇게 보기 싫음 보지 마 안 볼 자유 있어 지들이 구우우욷이 설리 인스타 들어가고 기사 보고 사진 찾아봐놓고 악 내 눈 저는 안 볼 자유가 있습니다 이러는 건 뭐냐 한남들아,1,0.9917081,1.0
